index,closePrice,highPrice,lowPrice,openPrice,totalValue,totalVolume,vwap,bcClosePrice,ret,retVar,retSkr,retKur,retAc,retBc,corrBc,label,label5,retTrackBc,ma5,ma10,ma20,maDiff20,maDiff10,priceAmp,index,spread_max,spread_min,spread_mean,spread_std,lastPrice_max,lastPrice_min,lastPrice_mean,lastPrice_std,midPrice_max,midPrice_min,midPrice_mean,midPrice_std,trackError_max,trackError_std,midSpread_z_score_,deal_sum,volumePerDeal_max,volumePerDeal_min,volumePerDeal_mean,volumePerDeal_std,valuePerDeal_max,valuePerDeal_min,valuePerDeal_mean,valuePerDeal_std,volumePerDeal,valuePerDeal
1.0,0.8684025059757177,0.8685191293708099,0.8686310695610878,0.8682405366881966,0.08977769070669112,0.051627116247750106,0.8683844796686337,0.9130028636030515,-0.00010069290296455932,0.3668078947113154,0.057784564788311704,0.016690323021541813,0.012557276635542715,-0.028966573523837805,0.09047922661860376,-0.00010069290296455932,0.004254793081854742,0.010678214745650247,0.8682409834515928,0.86812763311116,0.8681100510256722,-0.008983478821048625,-0.0034261793088721615,0.4301982857613669,0.04394188291139746,-0.05076431939449849,-0.47633698979464006,-0.44394433685833806,0.4864635733340808,0.8686497220322272,0.8687742394751602,0.86861386280319,0.4366167030489494,0.8687358297027595,0.8689717044937396,0.8687782423819065,0.45196880515820964,0.03888598559474642,0.39832433358121516,0.03165719409816845,0.41261684130613974,-0.33741050415570856,-0.3372969217281667,-0.3373699923804601,-0.1593727550925597,-0.24594732754306445,-0.2455751054992602,-0.24577632554993759,-0.13567015796706458,-0.13160364037566352,-0.10853725505344479
0.8684025059757177,1.0,0.9999274508794815,0.9999225490988218,0.9998452268464592,0.08583547989798457,0.03724330382253966,0.9999448324625905,0.885432469161998,-0.00022257974850235963,0.5010857661344856,0.11232844755456718,0.07848029128952828,-0.010604956473772546,-0.04203270124517941,0.20504880756767302,-0.00022257974850235963,-0.03617508296821929,0.015416825313878372,0.9998251260342219,0.9995837008360069,0.9990349877089284,0.007879658161675416,0.0030427856576763605,0.5014022948491696,0.009060120752702721,-0.03508894024681846,-0.4946342370769841,-0.426991898043268,0.5020026326181384,0.9999217933890877,0.999924782972295,0.9999477962409677,0.5081630448090855,0.9999177496889874,0.9999253075501066,0.9999448303208188,0.5400455626444781,0.10279625773986893,0.46208958190158783,0.01809138400029944,0.48881826757406444,-0.46320935323529006,-0.4640860137681731,-0.46366622490626697,-0.14570614002411156,-0.360607576290956,-0.3612721679077408,-0.36095725105926235,-0.11759122013563345,-0.14063683604871613,-0.1131503746910271
0.8685191293708099,0.9999274508794815,1.0,0.9999067882562942,0.9999214491756315,0.0875518079434119,0.038914867951085605,0.9999673608332519,0.8853823102588392,-0.008400199552124942,0.5035114278969129,0.11228762975705749,0.07847250672527754,-0.010220355463404395,-0.04390150505680733,0.20572009069761296,-0.008400199552124942,-0.03519446077046536,0.007762602760185265,0.9998676752502114,0.9996399890028266,0.9990892226702665,0.007545940689979614,0.0021764978894733,0.5070280924742171,0.007803174350782914,-0.03550826739895659,-0.4975171238309966,-0.42966953665215235,0.5049392034413975,0.9998968217714246,0.9998620129580076,0.9998995704774887,0.5103970881864206,0.9998977213834354,0.9998634443971595,0.9999022221541646,0.5423258360341995,0.10339745313286354,0.46446412746855203,0.018227443573819647,0.48804752422615655,-0.46324639200433954,-0.4641312964010535,-0.46370792787880644,-0.1451721099854261,-0.36062489519056357,-0.3612984233469043,-0.3609796349537223,-0.11703300586579593,-0.13933933826572117,-0.11181632850114716
0.8686310695610878,0.9999225490988218,0.9999067882562942,1.0,0.9999270554036422,0.08230914621615605,0.03379934994750183,0.9999680805253119,0.8854029825483188,-0.008878400264713732,0.4979260888056724,0.11152325111486193,0.07801037805414507,-0.010418385728764242,-0.044066452125810056,0.20471392662178056,-0.008878400264713732,-0.035854306067649236,0.0073357266768220904,0.9998823351462807,0.9996663452219811,0.9991435156058576,0.006416012802631752,0.0014392672650894197,0.4952242731853848,0.010536128024221905,-0.03513994939437627,-0.49148215627713826,-0.4239294128812834,0.4987554209314297,0.9998421740694288,0.999904940110789,0.9998963107225131,0.5045478632037786,0.9998405413032375,0.9999029536330266,0.9998947044758058,0.5368428836798156,0.09979504033756098,0.4583595383955028,0.018069600704506042,0.48939373504993705,-0.46370447770844486,-0.46457299169410826,-0.4641569731454192,-0.14644936828745592,-0.3611372751925016,-0.3617932541456094,-0.36148233195603274,-0.11835243850719265,-0.1426216356461199,-0.11522493757115078
0.8682405366881966,0.9998452268464592,0.9999214491756315,0.9999270554036422,1.0,0.0839462475989055,0.035401947008623924,0.9999404455085623,0.8850936262933581,-0.015797125562293644,0.5007258561609566,0.11153904190984665,0.07807402539737927,-0.01014072366156623,-0.04605041767112016,0.20520252575033582,-0.015797125562293644,-0.03567804585830674,0.001009761971826581,0.999895222177504,0.9996855497982627,0.9991543106905372,0.00647545360030573,0.0010410057676657413,0.5007566283367161,0.009363819180546337,-0.035372106861030955,-0.4943034040990699,-0.4264637061656275,0.5016189960231204,0.9997856811289917,0.9998056750070063,0.9998156285374192,0.5071138109249228,0.9997868222417369,0.9998041947909231,0.9998172030469406,0.5393329138421235,0.10044187673728187,0.4610512677440973,0.01808203458885765,0.4887611435701544,-0.4635489975916514,-0.46442592287687195,-0.46400610973659123,-0.14582481308944048,-0.36096323984406714,-0.3616282444765966,-0.36131326825522525,-0.11771022033700279,-0.14137280732842475,-0.11394481773451916
0.08977769070669112,0.08583547989798457,0.0875518079434119,0.08230914621615605,0.0839462475989055,1.0,0.9978836073936241,0.08542909487232747,0.1881974645083199,0.11450100943182073,0.3001937833125176,0.09650894506910453,0.04193300959059521,-0.013167587599172368,0.05038780640216866,0.12282754251561044,0.11450100943182073,0.08040035350600523,0.09815764806160061,0.08190508341425863,0.0780127215594351,0.07115686663007804,0.305171183312467,0.24428294373985446,0.3798037075929836,-0.13988753878007304,-0.00014305128740278565,-0.20150994861162302,-0.13184231831172746,0.1964475876295912,0.08838139931764351,0.08428987704943708,0.0865034785919124,0.2774416474256971,0.08866769335850229,0.08415087927096723,0.08653558434722729,0.3093078555124642,0.4321804643531137,0.28855961386158896,0.010773861650008596,0.10136631067425383,0.370798236145654,0.3685667955342048,0.36970852169280477,0.3164529130125308,0.3988580321942058,0.396649545768225,0.3977844191111002,0.31939557891469783,0.6623858261031278,0.673515030829754
0.051627116247750106,0.03724330382253966,0.038914867951085605,0.03379934994750183,0.035401947008623924,0.9978836073936241,1.0,0.036849512573842065,0.1464425849573252,0.11301741948139327,0.26593381130629073,0.08931033584426543,0.03833235214886606,-0.012241062461649082,0.052002577823580545,0.11148266247326993,0.11301741948139327,0.08382783296749496,0.09604182704543969,0.03338531268625872,0.02956645778537634,0.022854097459470334,0.29969628450020663,0.24024147794327586,0.3479441763737867,-0.14042950881392224,0.0017228799828538817,-0.17454078053550134,-0.10836564177157935,0.16921616319951607,0.039756873399027545,0.035753041011153674,0.037924570651672936,0.24696839892675754,0.04004454750661484,0.03561749651412102,0.03795729650433236,0.2776598677212229,0.4181962133135123,0.2603225319308968,0.010191473003619483,0.07952508846771826,0.4033063990980712,0.4010685060940731,0.402217457720445,0.33148607239364647,0.42661585027098925,0.42439577854710353,0.42554064366960875,0.3326742826770509,0.6797326784911334,0.6884044075055218
0.8683844796686337,0.9999448324625905,0.9999673608332519,0.9999680805253119,0.9999404455085623,0.08542909487232747,0.036849512573842065,1.0,0.885427333183048,-0.008571396442606847,0.500946090051504,0.11201700951179047,0.07822201285867882,-0.010401790599644984,-0.04398553381779845,0.20526079242698556,-0.008571396442606847,-0.03539646710878561,0.0076190764832674935,0.9998858772999276,0.9996529897431486,0.9990998405492156,0.007761855812761711,0.0025040405515631505,0.5010910473884448,0.009246915344316887,-0.035216329758851535,-0.4944296999669194,-0.4267164418891572,0.5017774208840481,0.9998915945301738,0.9999049049347576,0.9999207622686404,0.5075266054969209,0.9998917582738461,0.9999050089584989,0.9999212176626296,0.5396551606255003,0.10240391797825743,0.46147562320565483,0.01810789154140212,0.48905706587188574,-0.4631940167791067,-0.46407087218459087,-0.46365125299871823,-0.145675417926114,-0.3605902178913681,-0.3612551476013131,-0.3609403688459104,-0.1175524672400004,-0.14085937194454012,-0.11338769247676424
0.9130028636030515,0.885432469161998,0.8853823102588392,0.8854029825483188,0.8850936262933581,0.1881974645083199,0.1464425849573252,0.885427333183048,1.0,0.00968947027719562,0.44634883815600934,0.10864512789431338,0.04733693867792734,0.02839356265208943,-0.014541837730364614,0.15179167129944354,0.00968947027719562,0.01589009557192114,0.015305752653398194,0.8848875918316707,0.8841834149207336,0.8828536080107902,0.045017929825023055,0.03360254199169238,0.4447335901311704,0.012673692288515346,-0.037531067198010644,-0.4227307327513077,-0.36967992175616177,0.427545668762066,0.8856576108933059,0.8856501087949888,0.8856806350271723,0.45068058367326125,0.8857607315399333,0.8856629948453878,0.8857338725676931,0.48418567479647406,0.188244168324466,0.41326794155073754,0.03659850079720126,0.48460676954569226,-0.28540439425255754,-0.2853877173736888,-0.2854015997418742,-0.12928950253708307,-0.18702888851713287,-0.18674033125234446,-0.18688702678092747,-0.10378559667354874,-0.09827854080394549,-0.0727109480671903
-0.00010069290296455932,-0.00022257974850235963,-0.008400199552124942,-0.008878400264713732,-0.015797125562293644,0.11450100943182073,0.11301741948139327,-0.008571396442606847,0.00968947027719562,1.0,0.008078683181653449,0.03140166081915306,0.015170484077008932,-0.019609246509668006,0.2382354925166295,0.0060929270377074055,1.0,-0.02516719519560792,0.9323828511163373,-0.013707326425102782,-0.015351136220574045,-0.016103308040176557,0.06849659514004723,0.10375270903567345,0.02544507833680731,-0.0033287328650537353,0.008092890850131183,-0.00025458361196304194,-0.0016488842598661173,0.0037075765503594015,-0.0011525565797180428,-0.0021447882789781426,-0.0014354670601854974,0.05315307269908039,-0.001417851898470175,-0.0021244773520993922,-0.0017180208348885836,0.04195355519154374,0.12561894033023893,0.05328016428182553,0.00012674407195703062,0.0023801984769342556,0.01644023912516679,0.016390266407913426,0.01641691245458367,0.009496558600494738,0.015490061419081524,0.015442348417539314,0.015468805417618213,0.008947372101099658,0.05311647863431953,0.05566475320923379
